Node [word=A, frequency=32]
Node [word=cahpentah, frequency=1]
Node [word=cake, frequency=33]
Node [word=cakeand, frequency=1]
Node [word=cakenext, frequency=1]
Node [word=cakes, frequency=1]
Node [word=calamity, frequency=1]
Node [word=calculations, frequency=1]
Node [word=call, frequency=18]
Node [word=called, frequency=17]
Node [word=calling, frequency=3]
Node [word=calls, frequency=4]
Node [word=calm, frequency=3]
Node [word=calmly, frequency=1]
Node [word=came, frequency=69]
Node [word=can, frequency=69]
Node [word=candid, frequency=2]
Node [word=candidateship, frequency=1]
Node [word=candlelight, frequency=1]
Node [word=candles, frequency=1]
Node [word=candor, frequency=1]
Node [word=cannily, frequency=1]
Node [word=cannon, frequency=2]
Node [word=cannot, frequency=22]
Node [word=canst, frequency=1]
Node [word=cant, frequency=16]
Node [word=cap, frequency=1]
Node [word=capable, frequency=4]
Node [word=capably, frequency=1]
Node [word=capacity, frequency=1]
Node [word=capitals, frequency=1]
Node [word=car, frequency=5]
Node [word=card, frequency=1]
Node [word=cardcase, frequency=1]
Node [word=cards, frequency=7]
Node [word=care, frequency=14]
Node [word=cared, frequency=2]
Node [word=careful, frequency=5]
Node [word=carefully, frequency=1]
Node [word=careless, frequency=2]
Node [word=cares, frequency=1]
Node [word=caress, frequency=1]
Node [word=caressing, frequency=3]
Node [word=cargo, frequency=1]
Node [word=carpenter, frequency=3]
Node [word=carpenters, frequency=2]
Node [word=carried, frequency=3]
Node [word=carry, frequency=1]
Node [word=cars, frequency=2]
Node [word=cart, frequency=2]
Node [word=case, frequency=10]
Node [word=caseBut, frequency=1]
Node [word=cases, frequency=1]
Node [word=casting, frequency=1]
Node [word=casual, frequency=1]
Node [word=cat, frequency=4]
Node [word=catarrhine, frequency=1]
Node [word=catboat, frequency=1]
Node [word=catch, frequency=3]
Node [word=catching, frequency=1]
Node [word=catercornered, frequency=1]
Node [word=cattle, frequency=1]
Node [word=caught, frequency=9]
Node [word=cause, frequency=7]
Node [word=caused, frequency=12]
Node [word=causes, frequency=1]
Node [word=causeshe, frequency=1]
Node [word=causeway, frequency=1]
Node [word=caution, frequency=1]
Node [word=cavalry, frequency=1]
Node [word=cavedwelling, frequency=1]
Node [word=ceased, frequency=6]
Node [word=ceaseless, frequency=2]
Node [word=celebrate, frequency=1]
Node [word=celerity, frequency=1]
Node [word=censorious, frequency=1]
Node [word=censoriousness, frequency=1]
Node [word=censure, frequency=1]
Node [word=centre, frequency=1]
Node [word=cents, frequency=1]
Node [word=certain, frequency=19]
Node [word=certainly, frequency=16]
Node [word=cest, frequency=1]
Node [word=cetera, frequency=7]
Node [word=ceteras, frequency=6]
Node [word=chain, frequency=2]
Node [word=chained, frequency=1]
Node [word=chair, frequency=4]
Node [word=chairs, frequency=2]
Node [word=challenge, frequency=1]
Node [word=chamber, frequency=1]
Node [word=chambermaids, frequency=1]
Node [word=champagne, frequency=2]
Node [word=champion, frequency=2]
Node [word=chance, frequency=8]
Node [word=chances, frequency=1]
Node [word=chandeliers, frequency=1]
Node [word=change, frequency=7]
Node [word=changed, frequency=7]
Node [word=changes, frequency=1]
Node [word=changing, frequency=2]
Node [word=channels, frequency=1]
Node [word=chaos, frequency=1]
Node [word=chap, frequency=3]
Node [word=chapter, frequency=1]
Node [word=character, frequency=7]
Node [word=charge, frequency=1]
Node [word=charged, frequency=2]
Node [word=charm, frequency=4]
Node [word=charming, frequency=10]
Node [word=charmingly, frequency=1]
Node [word=charmwe, frequency=1]
Node [word=chasse, frequency=1]
Node [word=chastened, frequency=1]
Node [word=chastisement, frequency=2]
Node [word=chastity, frequency=1]
Node [word=chat, frequency=1]
Node [word=chattels, frequency=1]
Node [word=chattered, frequency=2]
Node [word=cheating, frequency=1]
Node [word=checked, frequency=4]
Node [word=checkmated, frequency=1]
Node [word=cheeks, frequency=3]
Node [word=cheerfulness, frequency=1]
Node [word=cheerily, frequency=1]
Node [word=chemical, frequency=1]
Node [word=cherished, frequency=5]
Node [word=cherishing, frequency=1]
Node [word=chewed, frequency=1]
Node [word=chickenpox, frequency=1]
Node [word=chide, frequency=1]
Node [word=chief, frequency=1]
Node [word=chiefly, frequency=2]
Node [word=chien, frequency=1]
Node [word=child, frequency=3]
Node [word=childhood, frequency=2]
Node [word=childish, frequency=1]
Node [word=children, frequency=11]
Node [word=childrenbut, frequency=1]
Node [word=childrens, frequency=1]
Node [word=chilled, frequency=2]
Node [word=chillun, frequency=1]
Node [word=chilly, frequency=2]
Node [word=chiselled, frequency=1]
Node [word=chivalric, frequency=1]
Node [word=chivalrously, frequency=1]
Node [word=chivalry, frequency=1]
Node [word=chocolate, frequency=5]
Node [word=choice, frequency=4]
Node [word=choked, frequency=2]
Node [word=choking, frequency=1]
Node [word=choose, frequency=1]
Node [word=chorus, frequency=2]
Node [word=chose, frequency=5]
Node [word=chosen, frequency=4]
Node [word=chronic, frequency=1]
Node [word=chronologically, frequency=1]
Node [word=chuck, frequency=1]
Node [word=chuckled, frequency=2]
Node [word=church, frequency=9]
Node [word=churchbells, frequency=1]
Node [word=churchgate, frequency=1]
Node [word=churchyard, frequency=16]
Node [word=churning, frequency=1]
Node [word=cigarette, frequency=1]
Node [word=cigarettes, frequency=2]
Node [word=circle, frequency=4]
Node [word=circles, frequency=1]
Node [word=circular, frequency=2]
Node [word=circumlocution, frequency=1]
Node [word=circumstances, frequency=4]
Node [word=circus, frequency=1]
Node [word=citadel, frequency=1]
Node [word=cities, frequency=3]
Node [word=citizen, frequency=1]
Node [word=citizens, frequency=1]
Node [word=city, frequency=6]
Node [word=civil, frequency=1]
Node [word=civilities, frequency=1]
Node [word=civility, frequency=1]
Node [word=civilization, frequency=8]
Node [word=civilized, frequency=3]
Node [word=claimed, frequency=2]
Node [word=clan, frequency=1]
Node [word=claret, frequency=1]
Node [word=clashed, frequency=1]
Node [word=clashing, frequency=2]
Node [word=class, frequency=2]
Node [word=classes, frequency=2]
Node [word=classic, frequency=1]
Node [word=classical, frequency=1]
Node [word=classics, frequency=4]
Node [word=clatters, frequency=1]
Node [word=clean, frequency=3]
Node [word=cleancut, frequency=1]
Node [word=cleaned, frequency=1]
Node [word=clear, frequency=10]
Node [word=clearly, frequency=4]
Node [word=clerk, frequency=1]
Node [word=clever, frequency=6]
Node [word=cleverly, frequency=1]
Node [word=climate, frequency=2]
Node [word=climbing, frequency=1]
Node [word=clinging, frequency=1]
Node [word=cloaked, frequency=1]
Node [word=clock, frequency=1]
Node [word=close, frequency=7]
Node [word=closed, frequency=4]
Node [word=closer, frequency=1]
Node [word=closeted, frequency=1]
Node [word=closing, frequency=2]
Node [word=clothes, frequency=1]
Node [word=clotting, frequency=1]
Node [word=clouds, frequency=2]
Node [word=club, frequency=3]
Node [word=clue, frequency=1]
Node [word=clumsy, frequency=2]
Node [word=clustered, frequency=1]
Node [word=coaching, frequency=1]
Node [word=coal, frequency=1]
Node [word=coalblack, frequency=1]
Node [word=coalheaver, frequency=1]
Node [word=coalheavers, frequency=2]
Node [word=coasts, frequency=1]
Node [word=coastwise, frequency=1]
Node [word=coatofarms, frequency=1]
Node [word=coax, frequency=1]
Node [word=coaxed, frequency=1]
Node [word=cocoa, frequency=1]
Node [word=code, frequency=4]
Node [word=coerce, frequency=1]
Node [word=coerced, frequency=3]
Node [word=coercion, frequency=1]
Node [word=coffee, frequency=3]
Node [word=coffers, frequency=1]
Node [word=coherently, frequency=2]
Node [word=cold, frequency=11]
Node [word=colder, frequency=2]
Node [word=coldly, frequency=2]
Node [word=collapse, frequency=1]
Node [word=collar, frequency=1]
Node [word=collected, frequency=1]
Node [word=collection, frequency=1]
Node [word=collective, frequency=1]
Node [word=collectively, frequency=1]
Node [word=collector, frequency=1]
Node [word=college, frequency=3]
Node [word=collision, frequency=2]
Node [word=colloquy, frequency=1]
Node [word=colonial, frequency=6]
Node [word=color, frequency=5]
Node [word=colored, frequency=2]
Node [word=coloring, frequency=1]
Node [word=colors, frequency=1]
Node [word=combat, frequency=1]
Node [word=combatant, frequency=1]
Node [word=come, frequency=58]
Node [word=comean, frequency=1]
Node [word=comeliness, frequency=1]
Node [word=comes, frequency=5]
Node [word=comfort, frequency=1]
Node [word=comfortable, frequency=1]
Node [word=comfortably, frequency=1]
Node [word=comic, frequency=1]
Node [word=comical, frequency=2]
Node [word=comically, frequency=2]
Node [word=coming, frequency=29]
Node [word=commanded, frequency=1]
Node [word=commands, frequency=1]
Node [word=commendatory, frequency=1]
Node [word=comment, frequency=4]
Node [word=commented, frequency=1]
Node [word=commerce, frequency=2]
Node [word=commercial, frequency=2]
Node [word=commission, frequency=1]
Node [word=commits, frequency=1]
Node [word=committed, frequency=1]
Node [word=committee, frequency=1]
Node [word=committing, frequency=1]
Node [word=common, frequency=2]
Node [word=communal, frequency=1]
Node [word=communicated, frequency=1]
Node [word=community, frequency=3]
Node [word=companion, frequency=5]
Node [word=companions, frequency=2]
Node [word=company, frequency=18]
Node [word=comparable, frequency=1]
Node [word=compare, frequency=1]
Node [word=compared, frequency=1]
Node [word=comparison, frequency=1]
Node [word=compel, frequency=2]
Node [word=compelled, frequency=3]
Node [word=competently, frequency=2]
Node [word=competing, frequency=3]
Node [word=competition, frequency=2]
Node [word=compilation, frequency=1]
Node [word=complaint, frequency=1]
Node [word=complete, frequency=3]
Node [word=completely, frequency=10]
Node [word=compliance, frequency=1]
Node [word=compliment, frequency=5]
Node [word=complimented, frequency=2]
Node [word=compliments, frequency=1]
Node [word=composed, frequency=2]
Node [word=composition, frequency=3]
Node [word=composure, frequency=3]
Node [word=comprehend, frequency=4]
Node [word=comprehended, frequency=1]
Node [word=comprehending, frequency=1]
Node [word=comprehension, frequency=1]
Node [word=comprehensive, frequency=1]
Node [word=comprendre, frequency=1]
Node [word=compulsion, frequency=1]
Node [word=conceal, frequency=2]
Node [word=concealed, frequency=1]
Node [word=concealing, frequency=1]
Node [word=conceals, frequency=2]
Node [word=conceit, frequency=2]
Node [word=conceive, frequency=1]
Node [word=concentrated, frequency=1]
Node [word=concern, frequency=2]
Node [word=concerning, frequency=12]
Node [word=concerns, frequency=1]
Node [word=concluded, frequency=1]
Node [word=conclusions, frequency=1]
Node [word=concord, frequency=1]
Node [word=condemnation, frequency=4]
Node [word=condemnations, frequency=1]
Node [word=condemned, frequency=1]
Node [word=condescend, frequency=1]
Node [word=condition, frequency=2]
Node [word=condolence, frequency=1]
Node [word=condolingly, frequency=1]
Node [word=conduct, frequency=3]
Node [word=conducted, frequency=5]
Node [word=conductor, frequency=3]
Node [word=conductors, frequency=1]
Node [word=conducts, frequency=1]
Node [word=confection, frequency=1]
Node [word=conference, frequency=2]
Node [word=confess, frequency=4]
Node [word=confession, frequency=6]
Node [word=confidence, frequency=3]
Node [word=confident, frequency=2]
Node [word=confidential, frequency=1]
Node [word=confined, frequency=1]
Node [word=confronted, frequency=1]
Node [word=confused, frequency=1]
Node [word=confusing, frequency=2]
Node [word=congregationnot, frequency=1]
Node [word=conjectures, frequency=1]
Node [word=connect, frequency=1]
Node [word=connected, frequency=4]
Node [word=connection, frequency=3]
Node [word=connivance, frequency=1]
Node [word=conquered, frequency=1]
Node [word=conscious, frequency=2]
Node [word=consciousness, frequency=2]
Node [word=consecration, frequency=1]
Node [word=consented, frequency=2]
Node [word=consequence, frequency=4]
Node [word=consequences, frequency=1]
Node [word=consequent, frequency=1]
Node [word=consequently, frequency=2]
Node [word=conservation, frequency=1]
Node [word=consider, frequency=9]
Node [word=considerably, frequency=2]
Node [word=consideration, frequency=2]
Node [word=considered, frequency=4]
Node [word=consisted, frequency=2]
Node [word=consistent, frequency=1]
Node [word=consisting, frequency=1]
Node [word=consists, frequency=1]
Node [word=consolation, frequency=2]
Node [word=console, frequency=1]
Node [word=consoling, frequency=1]
Node [word=consort, frequency=1]
Node [word=conspicuous, frequency=3]
Node [word=conspirators, frequency=1]
Node [word=constancy, frequency=1]
Node [word=constantly, frequency=2]
Node [word=constraint, frequency=1]
Node [word=consult, frequency=3]
Node [word=consulted, frequency=2]
Node [word=consulting, frequency=1]
Node [word=contagion, frequency=1]
Node [word=contagious, frequency=1]
Node [word=contained, frequency=1]
Node [word=containing, frequency=1]
Node [word=contains, frequency=1]
Node [word=contemplated, frequency=2]
Node [word=contemplative, frequency=1]
Node [word=contempt, frequency=3]
Node [word=contemptible, frequency=1]
Node [word=content, frequency=2]
Node [word=contentions, frequency=1]
Node [word=continually, frequency=1]
Node [word=continue, frequency=6]
Node [word=continued, frequency=38]
Node [word=contours, frequency=1]
Node [word=contradictionsbut, frequency=1]
Node [word=contributed, frequency=1]
Node [word=contributing, frequency=1]
Node [word=contribution, frequency=3]
Node [word=control, frequency=4]
Node [word=controlled, frequency=1]
Node [word=contusions, frequency=1]
Node [word=convention, frequency=7]
Node [word=conventional, frequency=1]
Node [word=conversation, frequency=20]
Node [word=converse, frequency=1]
Node [word=conveyed, frequency=3]
Node [word=conviction, frequency=3]
Node [word=convivial, frequency=1]
Node [word=cook, frequency=1]
Node [word=cooked, frequency=1]
Node [word=cool, frequency=1]
Node [word=cope, frequency=1]
Node [word=coping, frequency=1]
Node [word=copious, frequency=1]
Node [word=copiously, frequency=1]
Node [word=cordialitybut, frequency=1]
Node [word=core, frequency=1]
Node [word=corner, frequency=12]
Node [word=corporations, frequency=1]
Node [word=correct, frequency=4]
Node [word=corrected, frequency=2]
Node [word=correctly, frequency=2]
Node [word=correspond, frequency=1]
Node [word=correspondence, frequency=3]
Node [word=corrugated, frequency=1]
Node [word=corrupter, frequency=1]
Node [word=corruption, frequency=2]
Node [word=cost, frequency=2]
Node [word=costs, frequency=2]
Node [word=cotton, frequency=1]
Node [word=couched, frequency=1]
Node [word=coughed, frequency=1]
Node [word=could, frequency=98]
Node [word=couldnot, frequency=1]
Node [word=couldnt, frequency=11]
Node [word=count, frequency=1]
Node [word=counted, frequency=2]
Node [word=countenance, frequency=2]
Node [word=counter, frequency=30]
Node [word=countermanded, frequency=1]
Node [word=countermanding, frequency=1]
Node [word=counterpart, frequency=1]
Node [word=counterquotation, frequency=1]
Node [word=counters, frequency=1]
Node [word=counting, frequency=1]
Node [word=country, frequency=21]
Node [word=couple, frequency=1]
Node [word=courage, frequency=1]
Node [word=courageous, frequency=1]
Node [word=course, frequency=43]
Node [word=coursesuggest, frequency=1]
Node [word=court, frequency=1]
Node [word=courteous, frequency=1]
Node [word=courtesy, frequency=2]
Node [word=courthouse, frequency=1]
Node [word=courtly, frequency=1]
Node [word=cousin, frequency=12]
Node [word=cousins, frequency=3]
